AvgTemp,MaxTemp,MinTemp,SeaLevelPressure,AvgHumidity,TotalRainfallSnowmelt,AvgVisibility,AvgWindSpeed,MaxWindSpeed,RainDrizzle,Snow,ThunderStorm,Fog,PM 2.5
-6.2,-2.8,-9,1020.1,49,0,16.1,37.2,51.9,nan,nan,nan,nan,8.466666666666665
-1.6,1.1,-8.3,1018.1,49,0,15.3,16.5,29.4,nan,1,nan,nan,16.3
1.4,4,0,1012.1,55,0,16.1,27.2,40.7,nan,nan,nan,nan,12.606666666666666
1.5,3,-1,998.3,82,11.43,11.4,21.3,35.2,1,nan,nan,nan,9.824
3,4.4,0.6,994.9,60,18.29,15.8,29.3,44.3,1,1,nan,nan,14.086666666666664
-1,1,-3,1011.5,52,0,16.1,32,44.3,nan,1,nan,nan,10.106666666666666
1,5,-4.4,1021.3,59,0,16.1,11.1,25.9,nan,nan,nan,nan,19.8
-2.7,4.4,-8,1014.5,49,0,16.1,24.6,38.9,nan,nan,nan,nan,10.78
-6.4,2.8,-8.3,1022.3,56,0.25,12.6,16.7,27.8,nan,1,nan,nan,13.12857142857143
-1.2,1,-3,1005.6,81,4.06,8.2,7.8,16.5,nan,1,nan,nan,28.988
-3,-0.6,-6,1004.7,65,2.03,15,16.5,29.4,nan,1,nan,nan,21.73333333333333
-5.1,-1.1,-7.2,1011,52,0,16.1,22.4,27.8,nan,nan,nan,nan,15.873333333333333
-6.4,-2.8,-9.4,1026.4,40,0,16.1,20,37,nan,nan,nan,nan,9.864
-4.4,-1,-7,1028.8,44,0,16.1,14.3,22.2,nan,nan,nan,nan,15.053333333333335
-2.2,-0.6,-6.7,1030.6,38,0,16.1,13.3,18.3,nan,nan,nan,nan,13.766666666666667
-3.1,1.7,-6.1,1013.7,48,0,16.1,27,35.2,nan,nan,nan,nan,13.166666666666664
1.8,11.7,-6.1,1014.3,41,0,16.1,19.6,31.3,nan,nan,nan,nan,15.35333333333333
6.6,11.7,-2.1,1013.3,53,0,15.8,8.7,24.1,nan,nan,nan,nan,25.72666666666667
1.3,11.1,-2.2,1010,74,1.02,10.3,19.3,27.8,nan,1,nan,1,10.984000000000005
0.8,7.8,-8.3,1026.9,61,0,15.1,9.1,16.5,nan,nan,nan,nan,27.107142857142854
9.9,15,5.6,1015.1,54,0,16.1,23.9,40.7,nan,nan,nan,nan,16.035714285714285
4,15,1.7,1026.1,46,0,16.1,19.1,29.4,nan,nan,nan,nan,10.143478260869566
5.9,8.9,4,1007.4,41,0,16.1,36.7,51.9,nan,nan,nan,nan,5.8533333333333335
1.1,4.4,-2,1014.3,41,0,16.1,21.1,33.5,nan,nan,nan,nan,6.639999999999999
2.5,6,-1.1,1015.2,38,0,16.1,21.1,33.5,nan,nan,nan,nan,5.904
6.9,10,0,996.3,70,4.06,11.7,20.4,42.4,1,nan,nan,nan,12.206666666666667
-1.4,10,-4.4,1005.4,36,0,16.1,35.9,46.5,nan,nan,nan,nan,7.959999999999999
0.2,5.6,-4.4,1019.6,39,0,16.1,26.7,37,nan,nan,nan,nan,11.204
-0.3,5,-5,1030.1,41,0,16.1,14.1,29.4,nan,nan,nan,nan,11.646666666666668
4.3,10,-3.2,1027.7,53,0,16.1,12.4,20.6,nan,nan,nan,nan,15.87142857142857
8.2,14.4,1.7,1019,69,0.25,15.4,18.5,40.7,1,nan,nan,nan,13.579166666666667
0.5,2,-1.1,1020,55,0,14.8,21.5,33.5,nan,1,nan,nan,9.12
-4.5,-3,-6,1012.5,74,3.56,9,30.9,40.7,nan,1,nan,1,8.25
-6.7,-2,-10,1020.7,48,12.95,16.1,29.6,35.2,nan,nan,nan,nan,7.3533333333333335
12.7,20.6,3.3,1016.8,56,0,14.5,10.7,20.6,nan,nan,nan,nan,31.99333333333333
13.5,20.6,7.8,1011.3,63,0,14,15,22.2,1,nan,nan,nan,11.646153846153847
6.6,11,4,1012.6,78,0.25,13.7,18.1,29.4,1,nan,nan,nan,8.774999999999999
0.4,3.3,-3,1033.1,39,0,16.1,17.4,25.9,nan,nan,nan,nan,8.450000000000001
4.1,10,-2.7,1026.5,50,0,15.6,8.3,22.2,nan,nan,nan,nan,23.277777777777782
7.9,11.7,1.1,1022.3,49,0,13.8,8.5,16.5,nan,nan,nan,nan,20.40625
8.2,16.1,4.4,1017.1,67,3.05,15.4,13.3,24.1,1,nan,nan,nan,11.69375
4.8,10,0.6,1023.4,60,0.25,13.7,14.8,24.1,nan,1,nan,nan,9.569230769230767
3.6,8.3,0,1031.6,30,0,16.1,14.4,22.2,nan,nan,nan,nan,9.553333333333336
5.7,11.1,-1.6,1029.1,36,0,16.1,13.1,22.2,nan,nan,nan,nan,9.13125
6.4,11.1,2.2,1020.5,59,2.54,13.2,15.6,22.2,1,nan,nan,nan,10.000000000000002
9.9,17.2,4.4,1013.5,70,9.65,13.2,10.7,22.2,1,nan,nan,nan,11.21875
8.3,15,4,1018.4,50,0,16.1,20.2,35.2,nan,nan,nan,nan,6.3375
7.7,15.6,5,1021.8,67,3.3,15.4,18.3,29.4,1,nan,nan,nan,8.288888888888888
8.6,15,5.6,1016.9,84,7.87,7.2,15,22.2,1,nan,nan,nan,11.56875
9.1,15,5.6,1003.4,91,1.02,6,19.1,29.4,1,nan,1,1,5.6375
7.2,10.6,5,993,57,0.25,15.3,23.7,33.5,1,nan,nan,nan,4.838461538461538
5.6,10,2.8,1002.7,45,0,16.1,24.1,37,nan,1,nan,nan,10.25
9.6,16.1,2.8,1009.1,39,0,16.1,11.5,33.5,nan,nan,nan,nan,15.64375
6.6,14,2,1020.6,31,0,16.1,23,42.4,nan,nan,nan,nan,6.258333333333333
9.6,13.9,2.2,1017,44,1.27,14.5,15.9,24.1,1,nan,nan,nan,9.775000000000002
7.9,12.2,6,1015.1,63,8.64,13.5,25.2,40.7,1,nan,nan,nan,7.524999999999999
14.4,25.6,10,1015.6,43,0,16.1,14.6,22.2,nan,nan,nan,nan,7.8461538461538485
8.2,11,6,1020.2,63,15.24,13.7,22.8,46.5,1,nan,nan,nan,5.58125
9.3,13.3,6.1,1008.2,92,48.26,2.9,20.4,44.3,1,nan,1,nan,11.159999999999998
18.4,31.1,7.2,1022.3,50,0,13.8,13,25.9,nan,nan,nan,nan,17.846153846153843
25.8,32,19,1021.2,37,0,16.1,14.8,31.3,nan,nan,nan,nan,20.4125
17.5,32.8,11.7,1025.4,60,0,16.1,17.2,24.1,nan,nan,nan,nan,22.325
15.8,22.2,10.6,1015.2,82,0.76,9.2,17.8,27.8,1,nan,1,nan,20.440740740740736
16.6,22.2,12.2,1010.9,70,13.97,12.7,14.1,37,1,nan,nan,nan,6.999999999999999
13.4,16.7,12,1014.9,83,0,11.6,10.6,16.5,1,nan,nan,nan,8.83125
15.7,22.8,9.4,1010.2,83,24.64,11.4,14.4,20.6,1,nan,1,nan,10.161538461538463
18.9,23.3,11.1,1009.4,63,9.4,16.1,11.3,25.9,nan,nan,nan,nan,13.525
18.3,23.9,13.3,1005.2,74,10.41,10.3,10.9,18.3,1,nan,nan,nan,15.7875
15.1,20,10.6,1027.6,54,0,16.1,13.7,27.8,nan,nan,nan,nan,13.129629629629626
15.1,20,10.6,1026,71,0,15.9,25.4,44.3,1,nan,nan,nan,8.91875
17.3,23.3,13.9,1022.9,77,1.27,13.2,14.1,27.8,1,nan,nan,1,12.93333333333333
13.8,20.6,10,1029,40,0,16.1,11.3,27.8,nan,nan,nan,nan,6.626923076923077
18,27.2,10,1028.3,41,0,16.1,12.4,24.1,nan,nan,nan,nan,12.4
22.4,27.2,11.7,1025.1,29,0,16.1,16.7,29.4,nan,nan,nan,nan,10.250000000000002
23.1,28.9,13.9,1015.1,48,0,15.6,14.1,20.6,nan,nan,nan,nan,13.544444444444444
