AvgTemp,MaxTemp,MinTemp,SeaLevelPressure,AvgHumidity,TotalRainfallSnowmelt,AvgVisibility,AvgWindSpeed,MaxWindSpeed,RainDrizzle,Snow,ThunderStorm,Fog,PM 2.5
6.9,11.1,2.8,1019.6,59,0,11.9,9.1,14.8,nan,nan,nan,nan,34.34166666666667
8.7,11.7,3.9,1014.1,75,0,9.5,7.4,16.5,29.4,nan,nan,1,18.583333333333336
2.4,11.7,-1.1,1017.8,45,0,16.1,28,44.3,57.2,nan,nan,nan,9.905555555555551
0.8,3,0,999.5,63,3.3,10.9,10.2,20.6,31.3,1,nan,1,19.3
-1.2,0.6,-3,996.8,65,0,15.1,10.6,24.1,nan,1,nan,nan,20.133333333333333
-0.8,1.1,-2.8,1006.8,55,0,15.9,31.5,40.7,57.2,1,nan,nan,10.48
-2.1,1.1,-3.9,1016.3,52,0,16.1,27.8,35.2,64.8,nan,nan,nan,9.550000000000002
-4.4,0,-6.1,1026,53,0,16.1,17.2,35.2,44.3,nan,nan,nan,12.516666666666667
-1,4,-4,1022.1,53,0,16.1,15.2,24.1,33.5,nan,nan,nan,19.11
4,6.7,-3.8,1005.2,80,22.61,13.8,13,24.1,37,nan,nan,nan,15.6
1.8,5.6,0,1015.2,53,0.25,16.1,20.7,29.4,44.3,nan,nan,nan,11.225
-0.2,2.8,-3.3,1005.9,58,9.14,12.2,20.6,37,53.5,1,nan,1,13.742105263157892
-1.1,3.3,-12.8,1024.5,56,nan,13.8,9.8,16.5,nan,1,nan,nan,25.11666666666667
0.6,3.3,-2.8,1019,77,1.02,7.7,14.8,33.5,42.4,1,nan,1,23.933333333333334
1.6,4,0,1006.2,66,32.77,10.1,24.1,50,64.8,1,nan,1,15.770588235294115
-1,5.6,-3.3,1028.7,46,0,16.1,14.4,31.3,40.7,nan,nan,nan,13.2
-1.6,0.6,-3.3,1027.8,64,1.02,8.4,17.6,25.9,nan,1,nan,nan,14.449999999999998
0.1,4.4,-3.3,1018.2,85,13.72,5.6,15.7,27.8,37,nan,nan,nan,14.704999999999998
0.8,5,-3,1020.7,48,5.59,16.1,25.9,37,50,nan,nan,nan,10.025
4.7,8.3,0.6,1016,57,0,15.8,7.4,22.2,nan,nan,nan,nan,22.79166666666667
3.3,6,-3,1006.3,67,5.08,10.9,22,50,63,nan,nan,nan,11.285
-5.6,-1.7,-9,1021.5,44,0,16.1,25.4,59.4,70.2,nan,nan,nan,10.55
1.7,8,-1.1,1017.3,43,0,16.1,19.8,33.5,50,nan,nan,nan,10.891666666666666
8.9,14.4,-1,1003,40,0,16.1,27,50,72.2,nan,nan,nan,9.80952380952381
1,14.4,-3.3,1018,40,0,16.1,34.8,50,79.5,nan,nan,nan,7.508333333333333
7.5,18,-2,1005.4,32,0,16.1,38.5,57.2,81.3,nan,nan,nan,6.966666666666666
-2.5,12.2,-6.1,1018.5,46,0,16.1,34.8,57.2,87,nan,nan,nan,7.0299999999999985
0.2,3.9,-6,1012.5,61,6.1,12.1,16.3,25.9,35.2,1,nan,1,10.683333333333332
6.1,14,3,1004.2,87,14.73,9.7,16.7,42.4,66.5,1,nan,nan,9.808333333333335
1.9,6.1,-1,1018.1,48,19.05,16.1,20.6,46.5,64.8,nan,nan,nan,10.542857142857141
4.8,10,-0.5,1015.3,60,0,15.6,17.2,25.9,38.9,nan,nan,nan,13.949999999999998
4.3,15.6,0.6,1018,40,5.59,16.1,25,38.9,55.4,nan,nan,nan,8.295238095238094
5.4,12,2,1020.4,40,0,16.1,21.5,42.4,63,nan,nan,nan,10.7
-3,11.7,-7.2,1033.2,36,0,16.1,23.2,46.5,64.8,nan,nan,nan,8.575000000000001
6.8,13,1,1010.8,71,54.86,11.6,36.1,57.2,77.8,nan,nan,nan,5.409523809523812
3,11.7,-1.7,1030.2,40,0,16.1,14.3,35.2,nan,nan,nan,nan,10.1
3.1,7.8,-1.6,1035.6,63,0,16.1,18.3,35.2,53.5,nan,nan,nan,9.008333333333336
9.1,12.8,3.3,1013.3,45,0,16.1,24.1,37,55.4,nan,nan,nan,10.423809523809524
5.1,10,3.3,1024.6,56,0,16.1,16.5,29.4,37,nan,nan,nan,7.7666666666666675
3.8,7.2,0.6,1030.9,64,0,15.9,10.9,20.6,27.8,nan,nan,nan,10.058333333333334
10.8,23.9,6.1,1019.3,40,0,16.1,24.8,38.9,57.6,nan,nan,nan,6.552380952380951
4.6,14.4,1.1,1034.4,41,0,16.1,15.9,27.8,nan,nan,nan,nan,6.875
4.7,8.9,1.1,1026.7,77,1.52,10.9,16.5,33.5,nan,nan,nan,nan,9.341666666666667
2.1,6.7,-1.7,1013.1,41,2.03,16.1,20.9,27.8,38.9,nan,nan,nan,7.260000000000002
0.2,5,-2.8,1015.7,38,0,16.1,23.2,31.7,42.4,nan,nan,nan,6.790909090909091
1.1,6.7,-2.8,1014.9,38,0,16.1,20.7,37,50,nan,nan,nan,5.281818181818182
5,11.1,2.8,1012.2,69,0,15.8,18.1,31.7,35.2,nan,nan,nan,5.6850000000000005
3.4,6.7,2,997.7,84,3.05,15.1,18.7,31.7,38.9,nan,nan,nan,6.354545454545455
7.4,11.7,2.2,998.6,45,2.29,16.1,24.3,37,46.5,nan,nan,nan,8.927272727272726
