AvgTemp,MaxTemp,MinTemp,SeaLevelPressure,AvgHumidity,TotalRainfallSnowmelt,AvgVisibility,AvgWindSpeed,MaxWindSpeed,RainDrizzle,Snow,ThunderStorm,Fog,PM 2.5
4.2,5,-0.5,1012,52,0,15.9,24.6,29.4,46.5,nan,nan,nan,12.353333333333332
-1.8,5,-5,1016.7,49,0,16.1,23.2,38.9,46.5,nan,nan,nan,11.416666666666664
-1.3,1.1,-4.4,1020.8,53,0,16.1,17.8,24.1,35.2,nan,nan,nan,14.242857142857144
5.8,8.3,1.1,1022.2,50,0,16.1,18.1,25.9,35.2,nan,nan,nan,14.660000000000002
5.2,9.4,2.8,1028.7,53,0,16.1,12.8,27.8,37,nan,nan,nan,21.171428571428574
6.4,10.6,2.2,1026.6,62,0,14.5,8.7,27.8,38.9,nan,nan,nan,27.25
6.7,8.9,5.6,1019.8,93,1.27,3.4,8.7,14.8,nan,nan,nan,1,15.6
10.2,12.8,5.6,1018,82,0.25,7.7,10.9,29.4,44.6,nan,nan,1,13.65
4.1,12.8,2.2,1025.3,65,3.3,15.8,13.7,27.8,nan,nan,nan,nan,13.400000000000002
3.1,11.1,-2.2,1025.6,41,0,16.1,20.7,31.7,42.4,nan,nan,nan,8.2125
8.3,12.2,-0.5,1010.1,39,0,16.1,26.3,44.6,64.8,nan,nan,nan,10.0375
-0.3,12.2,-2.2,1016.3,40,0,16.1,16.9,33.5,44.6,nan,nan,nan,10.088888888888887
-7.4,-3.9,-10,1027.7,48,0,15.4,18.9,38.9,53.5,1,nan,nan,13.311764705882355
-5.8,-1.7,-10,1020.1,61,1.02,13.8,19.4,35.2,44.6,1,nan,nan,13.6
-3.5,1.7,-7.8,1030.1,47,0,16.1,21.9,33.5,44.6,nan,nan,nan,14.7875
9.9,15.6,2.2,995.8,61,22.61,13.7,37,64.8,100,nan,nan,nan,5.3235294117647065
-0.7,2.2,-2.2,1010.5,41,0.51,16.1,29.6,37,63,nan,nan,nan,8.9
-3.7,0,-6.7,1023,44,0,16.1,20.2,31.3,44.6,nan,nan,nan,10.766666666666667
-2.8,-0.6,-6.7,1013.7,69,1.02,10.8,10.2,22.2,31.7,1,nan,nan,17.922222222222224
