AvgTemp,MaxTemp,MinTemp,SeaLevelPressure,AvgHumidity,TotalRainfallSnowmelt,AvgVisibility,AvgWindSpeed,MaxWindSpeed,RainDrizzle,Snow,ThunderStorm,Fog,PM 2.5
-10.8,-5.6,-13.3,1027.5,54,0,16.1,28,35.2,nan,nan,nan,nan,8.223076923076924
-7.6,-3.3,-13.3,1028.3,50,0,16.1,22.8,33.5,nan,nan,nan,nan,10.195000000000002
-5.2,-1.1,-10,1025.9,40,0,16.1,13.9,25.9,nan,nan,nan,nan,13.838461538461535
-11.8,-7.8,-14.4,1032.7,49,0,16.1,21.7,38.9,nan,nan,nan,nan,9.966666666666667
-5.4,-0.6,-14.4,1025.1,50,0,15.9,17.4,22.2,1,1,nan,nan,14.815789473684205
1.9,6.1,-7.8,1019.3,59,0,16.1,20.7,33.5,nan,nan,nan,nan,14.983333333333334
5.4,15.6,-3.9,1007.2,80,20.07,8.2,26.7,44.6,1,nan,nan,1,6.574999999999998
-6.7,-3.9,-8.9,1032.8,48,2.79,16.1,25.6,35.2,nan,nan,nan,nan,5.847368421052631
-5.8,-1.1,-9.4,1037.4,57,0,16.1,22.6,29.4,nan,nan,nan,nan,8.566666666666665
-0.4,3.9,-6.7,1017.2,47,0,16.1,17.8,24.1,nan,nan,nan,nan,15.007692307692306
6.3,12.2,-3.3,1012.7,41,0,16.1,20.4,33.5,nan,nan,nan,nan,10.815
7.8,12.2,2.8,1019.1,49,0,16.1,9.8,22.2,nan,nan,nan,nan,15.615384615384615
-1.4,7.2,-4.4,1025.1,43,0,16.1,27,38.9,nan,nan,nan,nan,6.092307692307693
0,3.9,-4.4,1037.1,nan,0,16.1,12.2,25.9,nan,nan,nan,nan,7.55
5.6,13.9,-2.2,1032.4,57,0,16.1,14.4,27.8,nan,nan,nan,nan,8.376923076923077
-3.2,2.8,-7.2,1022.3,46,0,16.1,24.1,40.7,nan,nan,nan,nan,6.05
2.7,7.2,-7.2,1015.7,50,0,16.1,15,22.2,1,nan,nan,nan,11.27
0.8,7.2,-5.6,1015.1,59,5.84,15.9,25.4,46.5,1,1,nan,nan,7.569230769230769
-5.3,3.9,-8.3,1028.5,42,4.57,16.1,25,51.9,nan,nan,nan,nan,7.615384615384616
0.4,8.3,-2.2,1031.8,70,0,11.1,15.4,31.7,1,1,nan,nan,10.485
0.4,8.3,-3.3,1023.4,59,21.59,16.1,23.9,44.6,1,nan,nan,nan,9.038461538461537
-0.7,2.2,-3.3,1032.6,49,0,16.1,15.2,22.2,nan,nan,nan,nan,12.415384615384614
0.6,5,-2.8,1040.5,43,0,16.1,18.3,35.2,nan,nan,nan,nan,7.504999999999997
4.7,12.2,-2.8,1029,63,0.25,16.1,12.6,24.1,1,nan,nan,nan,9.992307692307692
