Date_time,Daily_Mean_PM2.5_Concentration
2011-01-01,34.34166666666667
2011-01-02,18.583333333333336
2011-01-03,9.905555555555553
2011-01-04,18.023076923076925
2011-01-05,13.924999999999997
2011-01-06,15.921052631578945
2011-01-07,19.3
2011-01-08,20.133333333333333
2011-01-09,10.48
2011-01-10,11.625
2011-01-11,13.35
2011-01-12,13.290000000000001
2011-01-13,9.550000000000002
2011-01-14,12.516666666666667
2011-01-15,19.11
2011-01-16,14.574999999999998
2011-01-17,13.041666666666666
2011-01-18,10.605555555555556
2011-01-19,15.600000000000001
2011-01-20,11.225
2011-01-21,13.742105263157892
2011-01-22,12.216666666666667
2011-01-23,15.716666666666669
2011-01-24,14.084999999999999
2011-01-25,25.11666666666667
2011-01-26,23.933333333333337
2011-01-27,15.770588235294115
2011-01-28,23.345454545454547
2011-01-29,20.099999999999998
2011-01-30,21.31111111111111
2011-01-31,13.2
2011-02-01,14.449999999999998
2011-02-02,14.704999999999998
2011-02-03,10.024999999999999
2011-02-04,16.066666666666666
2011-02-05,18.529999999999998
2011-02-06,15.149999999999999
2011-02-07,22.79166666666667
2011-02-08,11.285
2011-02-09,10.549999999999999
2011-02-10,11.75
2011-02-11,17.719047619047622
2011-02-12,14.983333333333333
2011-02-13,10.891666666666666
2011-02-14,9.80952380952381
2011-02-15,7.508333333333333
2011-02-16,11.983333333333334
2011-02-17,27.259999999999998
2011-02-18,20.150000000000002
2011-02-19,6.966666666666666
2011-02-20,7.029999999999999
2011-02-21,10.683333333333332
2011-02-22,10.541666666666666
2011-02-23,13.076190476190474
2011-02-24,18.875000000000004
2011-02-25,9.808333333333335
2011-02-26,10.542857142857141
2011-02-27,13.949999999999998
2011-02-28,14.741666666666665
2011-03-01,8.295238095238094
2011-03-02,10.700000000000001
2011-03-03,8.575000000000001
2011-03-04,9.015789473684212
2011-03-05,7.241666666666666
2011-03-06,5.325
2011-03-07,5.409523809523811
2011-03-08,10.100000000000001
2011-03-09,9.008333333333335
2011-03-10,9.104761904761906
2011-03-11,7.358333333333334
2011-03-12,10.841666666666667
2011-03-13,10.423809523809524
2011-03-14,7.766666666666667
2011-03-15,10.058333333333334
2011-03-16,8.376190476190473
2011-03-17,12.441666666666665
2011-03-18,12.35
2011-03-19,6.552380952380952
2011-03-20,6.875
2011-03-21,9.341666666666667
2011-03-22,6.538095238095237
2011-03-23,8.090909090909092
2011-03-24,9.081818181818182
2011-03-25,7.260000000000001
2011-03-26,6.790909090909091
2011-03-27,5.281818181818182
2011-03-28,5.890476190476189
2011-03-29,7.181818181818182
2011-03-30,7.036363636363637
2011-03-31,5.6850000000000005
2011-04-01,6.354545454545455
2011-04-02,8.927272727272726
2011-04-03,8.894736842105264
2011-04-04,13.8
2011-04-05,9.80909090909091
2011-04-06,9.252631578947367
2011-04-07,11.672727272727276
2011-04-08,14.100000000000001
2011-04-09,14.672222222222224
2011-04-10,9.436363636363636
2011-04-11,16.87272727272727
2011-04-12,5.6157894736842096
2011-04-13,7.918181818181819
2011-04-14,8.05
2011-04-15,5.868421052631578
2011-04-16,4.9416666666666655
2011-04-17,5.954545454545454
2011-04-18,9.621052631578948
2011-04-19,13.025
2011-04-20,16.672727272727276
2011-04-21,5.768421052631579
2011-04-22,5.025
2011-04-23,9.174999999999999
2011-04-24,15.782352941176468
2011-04-25,13.627272727272725
2011-04-26,10.666666666666666
2011-04-27,7.470000000000001
2011-04-28,7.072727272727272
2011-04-29,6.989999999999999
2011-04-30,4.744444444444445
2011-05-01,5.818181818181818
2011-05-02,6.127272727272726
2011-05-03,11.194736842105263
2011-05-04,3.9900000000000007
2011-05-05,3.0285714285714285
2011-05-06,10.28
2011-05-07,7.927272727272728
2011-05-08,7.06
2011-05-09,5.052631578947368
2011-05-10,4.35
2011-05-11,3.7600000000000002
2011-05-12,6.23888888888889
2011-05-13,5.430000000000001
2011-05-14,3.870000000000001
2011-05-15,11.762500000000001
2011-05-16,5.199999999999999
2011-05-17,2.9200000000000004
2011-05-18,4.811764705882353
2011-05-19,9.940000000000001
2011-05-20,14.11
2011-05-21,13.995000000000001
2011-05-22,5.3909090909090915
2011-05-23,8.399999999999999
2011-05-24,18.363157894736844
2011-05-25,9.52
2011-05-26,21.1
2011-05-27,20.889473684210525
2011-05-28,9.58
2011-05-29,11.049999999999997
2011-05-30,10.911764705882355
2011-05-31,14.379999999999999
2011-06-01,23.866666666666664
2011-06-02,3.8625000000000007
2011-06-03,3.611111111111111
2011-06-04,7.51111111111111
2011-06-05,3.3888888888888884
2011-06-06,9.455555555555556
2011-06-07,22.666666666666668
2011-06-08,26.88235294117647
2011-06-09,35.72222222222222
2011-06-10,17.1375
2011-06-11,4.6571428571428575
2011-06-12,5.622222222222223
2011-06-13,2.6375
2011-06-14,4.378947368421053
2011-06-15,7.3909090909090915
2011-06-16,13.618181818181817
2011-06-17,11.410526315789472
2011-06-18,18.809999999999995
2011-06-19,9.266666666666666
2011-06-20,9.770588235294118
2011-06-21,13.675
2011-06-22,15.511111111111111
2011-06-23,15.737499999999999
2011-06-24,7.92
2011-06-25,11.76
2011-06-26,9.68888888888889
2011-06-27,10.21111111111111
2011-06-28,18.97
2011-06-29,7.905263157894738
2011-06-30,6.93
2011-07-01,7.200000000000001
2011-07-02,9.423529411764704
2011-07-03,22.212500000000002
2011-07-04,17.625
2011-07-05,11.85625
2011-07-06,22.5
2011-07-07,17.77777777777778
2011-07-08,18.61176470588235
2011-07-09,7.366666666666666
2011-07-10,7.455555555555555
2011-07-11,20.67777777777777
2011-07-12,9.944444444444446
2011-07-13,6.022222222222223
2011-07-14,4.7125
2011-07-15,7.287500000000001
2011-07-16,11.414285714285713
2011-07-17,10.08
2011-07-18,18.885714285714283
2011-07-19,20.066666666666666
2011-07-20,25.86
2011-07-21,29.74285714285714
2011-07-22,25.916666666666668
2011-07-23,17.1
2011-07-24,17.000000000000004
2011-07-25,4.075
2011-07-26,10.615384615384613
2011-07-27,4.3
2011-07-28,11.328571428571431
2011-07-29,19.02222222222222
2011-07-30,5.1625
2011-07-31,6.637499999999999
2011-08-01,15.266666666666667
2011-08-02,15.912500000000001
2011-08-03,8.255555555555555
2011-08-04,8.582352941176469
2011-08-05,9.937500000000002
2011-08-06,4.062500000000001
2011-08-07,11.437499999999998
2011-08-08,12.7125
2011-08-09,14.637500000000001
2011-08-10,11.861111111111112
2011-08-11,3.6999999999999997
2011-08-12,4.9625
2011-08-13,11.7125
2011-08-14,7.075
2011-08-15,4.125
2011-08-16,4.023529411764706
2011-08-17,10.899999999999999
2011-08-18,8.322222222222221
2011-08-19,12.11578947368421
2011-08-20,14.7
2011-08-21,10.63
2011-08-22,4.550000000000001
2011-08-23,4.17
2011-08-24,7.339999999999999
2011-08-25,10.521052631578948
2011-08-26,12.53
2011-08-27,5.7
2011-08-28,2.8749999999999996
2011-08-29,3.4000000000000004
2011-08-30,6.577777777777778
2011-08-31,11.79375
2011-09-01,9.711111111111112
2011-09-02,5.459999999999999
2011-09-03,14.944444444444445
2011-09-04,13.344444444444445
2011-09-05,6.529999999999999
2011-09-06,1.6733333333333333
2011-09-07,0.6
2011-09-08,1.7
2011-09-09,5.611764705882354
2011-09-10,6.4300000000000015
2011-09-11,4.466666666666667
2011-09-12,14.523529411764704
2011-09-13,20.57777777777778
2011-09-14,20.966666666666665
2011-09-15,13.493749999999999
2011-09-16,1.1625
2011-09-17,2.3299999999999996
2011-09-18,2.811111111111112
2011-09-19,3.13
2011-09-20,8.040000000000001
2011-09-21,12.011764705882353
2011-09-22,7.2555555555555555
2011-09-23,7.480000000000001
2011-09-24,8.226315789473684
2011-09-25,9.87
2011-09-26,13.27
2011-09-27,9.581250000000002
2011-09-28,5.5
