Date_time,Daily_Mean_PM2.5_Concentration
2017-01-01,10.629411764705884
2017-01-02,9.924999999999999
2017-01-03,4.591666666666666
2017-01-04,8.188235294117648
2017-01-05,8.791666666666664
2017-01-06,10.250000000000002
2017-01-07,9.652941176470586
2017-01-08,9.200000000000001
2017-01-09,8.933333333333332
2017-01-10,9.611764705882356
2017-01-11,11.025
2017-01-12,11.041666666666666
2017-01-13,7.144444444444446
2017-01-14,7.416666666666667
2017-01-15,10.58181818181818
2017-01-16,13.947058823529412
2017-01-17,17.581818181818182
2017-01-18,7.208333333333333
2017-01-19,7.152631578947366
2017-01-20,8.516666666666666
2017-01-21,14.800000000000002
2017-01-22,14.515789473684212
2017-01-23,3.9583333333333335
2017-01-24,4.483333333333333
2017-01-25,6.133333333333333
2017-01-26,9.07272727272727
2017-01-27,4.83
2017-01-28,5.8500000000000005
2017-01-29,8.900000000000002
2017-01-30,6.69
2017-01-31,8.582352941176472
2017-02-01,8.655555555555555
2017-02-02,7.140000000000001
2017-02-03,7.0249999999999995
2017-02-04,7.883333333333333
2017-02-05,10.475
2017-02-06,12.238888888888889
2017-02-07,14.763636363636362
2017-02-08,11.781818181818181
2017-02-09,5.010526315789474
2017-02-10,6.5
2017-02-11,14.141666666666666
2017-02-12,9.322222222222223
2017-02-13,5.966666666666666
2017-02-14,8.133333333333333
2017-02-15,12.173684210526314
2017-02-16,6.441666666666666
2017-02-17,8.250000000000002
2017-02-18,11.866666666666667
2017-02-19,10.991666666666667
2017-02-20,5.766666666666667
2017-02-21,5.847368421052632
2017-02-22,10.558333333333334
2017-02-23,17.958333333333336
2017-02-24,8.373684210526317
2017-02-25,4.418181818181818
2017-02-26,5.1818181818181825
2017-02-27,9.727777777777778
2017-02-28,9.308333333333332
2017-03-01,8.881818181818181
2017-03-02,4.883333333333333
2017-03-03,5.463636363636364
2017-03-04,4.95
2017-03-05,4.878947368421054
2017-03-06,8.258333333333335
2017-03-07,12.0
2017-03-08,6.305555555555556
2017-03-09,4.869999999999999
2017-03-10,4.21
2017-03-11,3.5315789473684216
2017-03-12,4.641666666666667
2017-03-13,6.383333333333333
2017-03-14,4.6375
2017-03-15,4.9
2017-03-16,6.258333333333334
2017-03-17,7.844444444444445
2017-03-18,9.591666666666669
2017-03-19,4.166666666666667
2017-03-20,5.9111111111111105
2017-03-21,9.266666666666667
2017-03-22,5.3999999999999995
2017-03-23,5.152631578947369
2017-03-24,8.591666666666667
2017-03-25,14.866666666666665
2017-03-26,6.9263157894736835
2017-03-27,9.316666666666666
2017-03-28,5.716666666666666
2017-03-29,3.2526315789473688
2017-03-30,4.4
2017-03-31,1.9909090909090912
2017-04-01,2.589473684210526
2017-04-02,3.8538461538461535
2017-04-03,7.215384615384616
2017-04-04,5.6842105263157885
2017-04-05,8.5
2017-04-06,2.9545454545454546
2017-04-07,2.678947368421053
2017-04-08,2.733333333333333
2017-04-09,5.099999999999999
2017-04-10,10.494736842105262
2017-04-11,13.13076923076923
2017-04-12,12.992307692307692
2017-04-13,3.4631578947368427
2017-04-14,4.0
2017-04-15,5.115384615384615
2017-04-16,9.124999999999998
2017-04-17,3.5307692307692307
2017-04-18,3.607692307692308
2017-04-19,4.14
2017-04-20,7.55
2017-04-21,3.2363636363636363
2017-04-22,4.3999999999999995
2017-04-23,2.4363636363636365
2017-04-24,5.216666666666668
2017-04-25,2.317647058823529
2017-04-26,4.581818181818182
2017-04-27,6.833333333333333
2017-04-28,13.973684210526319
2017-04-29,8.058333333333334
2017-04-30,2.7000000000000006
2017-05-01,7.136842105263158
2017-05-02,5.025
2017-05-03,2.7538461538461547
2017-05-04,4.155555555555555
2017-05-05,4.1454545454545455
2017-05-06,5.0
2017-05-07,2.29375
2017-05-08,2.6100000000000003
2017-05-09,4.588888888888889
2017-05-10,5.519999999999999
2017-05-11,3.688888888888889
2017-05-12,2.111111111111111
2017-05-13,1.6411764705882357
2017-05-14,2.272727272727273
2017-05-15,2.6916666666666664
2017-05-16,5.252631578947368
2017-05-17,13.591666666666667
2017-05-18,15.341666666666667
2017-05-19,11.29473684210526
2017-05-20,2.6833333333333336
2017-05-21,1.7166666666666666
2017-05-22,4.231578947368421
2017-05-23,4.966666666666667
2017-05-24,4.383333333333334
2017-05-25,1.788235294117647
2017-05-26,2.307692307692308
2017-05-27,3.0500000000000003
2017-05-28,4.489473684210527
2017-05-29,2.433333333333333
2017-05-30,2.5181818181818185
2017-05-31,5.449999999999999
