Date,Daily_Mean_PM2.5_Concentration
1/1/2015,12.6
1/1/2015,9.2
1/1/2015,11.5
1/1/2015,10.6
1/1/2015,10.6
1/1/2015,17.6
1/1/2015,12.7
1/1/2015,11.9
1/1/2015,12
1/1/2015,10.5
1/1/2015,8.4
1/1/2015,7.6
1/2/2015,14.2
1/2/2015,7.9
1/2/2015,13.6
1/2/2015,13.3
1/2/2015,12.5
1/2/2015,19.4
1/2/2015,14.3
1/2/2015,12.8
1/2/2015,12.5
1/2/2015,12.9
1/2/2015,7.4
1/3/2015,12
1/3/2015,8.5
1/3/2015,6.6
1/3/2015,9.6
1/3/2015,6.6
1/3/2015,9.9
1/3/2015,9.7
1/3/2015,8
1/3/2015,7.9
1/3/2015,11.3
1/3/2015,13.8
1/3/2015,14.6
1/3/2015,9.5
1/3/2015,10.9
1/3/2015,10.7
1/3/2015,10
1/3/2015,7.6
1/3/2015,6.7
1/4/2015,11.6
1/4/2015,6.3
1/4/2015,8.8
1/4/2015,8.2
1/4/2015,7.9
1/4/2015,14
1/4/2015,10.1
1/4/2015,9.9
1/4/2015,10.6
1/4/2015,7.9
1/4/2015,5.4
1/4/2015,4.7
1/5/2015,9.9
1/5/2015,2
1/5/2015,9
1/5/2015,8.6
1/5/2015,7.5
1/5/2015,10.7
1/5/2015,8.9
1/5/2015,10.3
1/5/2015,8
1/5/2015,9.3
1/5/2015,2.7
1/5/2015,2.1
1/6/2015,11.4
1/6/2015,10
1/6/2015,7.5
1/6/2015,10.4
1/6/2015,10.1
1/6/2015,9.8
1/6/2015,15.1
1/6/2015,10.9
1/6/2015,11.5
1/6/2015,12.5
1/6/2015,12.2
1/6/2015,9.7
1/6/2015,10.5
1/6/2015,8.4
1/7/2015,12.5
1/7/2015,7.3
1/7/2015,11.1
1/7/2015,12
1/7/2015,10.7
1/7/2015,16.6
1/7/2015,11.9
1/7/2015,11.8
1/7/2015,10.3
1/7/2015,6.5
1/8/2015,11.1
1/8/2015,5.1
1/8/2015,9.3
1/8/2015,13.7
1/8/2015,10.9
1/8/2015,10.6
1/8/2015,9.2
1/8/2015,5.6
1/9/2015,12.5
1/9/2015,9
1/9/2015,7.2
1/9/2015,12
1/9/2015,10.7
1/9/2015,9.6
1/9/2015,10.1
1/9/2015,9.2
1/9/2015,9
1/9/2015,8.9
1/9/2015,14.4
1/9/2015,10.4
1/9/2015,11.9
1/9/2015,9.5
1/9/2015,11.2
1/9/2015,11.7
1/9/2015,8.6
1/9/2015,8.4
1/10/2015,13.6
1/10/2015,7.7
1/10/2015,12.9
1/10/2015,12.2
1/10/2015,11.6
1/10/2015,16.5
1/10/2015,13.4
1/10/2015,12.2
1/10/2015,11.5
1/10/2015,12.8
1/10/2015,8.8
1/10/2015,6.9
1/11/2015,15.7
1/11/2015,12.6
1/11/2015,13.9
1/11/2015,12.9
1/11/2015,12.2
1/11/2015,16.4
1/11/2015,13.4
1/11/2015,12.7
1/11/2015,13.2
1/11/2015,12.2
1/11/2015,12.2
1/11/2015,11.2
1/12/2015,17.6
1/12/2015,15.7
1/12/2015,14.4
1/12/2015,16.7
1/12/2015,17.5
1/12/2015,13.4
1/12/2015,13.4
1/12/2015,14.1
1/12/2015,15
1/12/2015,15.6
1/12/2015,20
1/12/2015,16.1
1/12/2015,15.8
1/12/2015,15.3
1/12/2015,14.6
1/12/2015,15
1/12/2015,15.7
1/12/2015,14.1
1/12/2015,12.6
1/13/2015,12.1
1/13/2015,6.8
1/13/2015,10.7
1/13/2015,11.4
1/13/2015,10.4
1/13/2015,14.3
1/13/2015,13.6
1/13/2015,11.2
1/13/2015,10.3
1/13/2015,10.9
1/13/2015,7.5
1/13/2015,6.4
1/14/2015,14.6
1/14/2015,7.6
1/14/2015,12.5
1/14/2015,12.8
1/14/2015,11.5
1/14/2015,18.3
1/14/2015,25.4
1/14/2015,12.6
1/14/2015,13.4
1/14/2015,10.5
1/14/2015,7.3
