Date,Daily_Mean_PM2.5_Concentration
1/1/2012,12.7
1/1/2012,17.7
1/1/2012,13.2
1/1/2012,10.1
1/1/2012,12.6
1/1/2012,9.8
1/1/2012,10.4
1/1/2012,10.1
1/1/2012,13
1/1/2012,12.8
1/1/2012,12
1/1/2012,13.9
1/1/2012,14.4
1/1/2012,12.6
1/1/2012,12.6
1/1/2012,10.1
1/1/2012,10.4
1/2/2012,10.7
1/2/2012,8.6
1/2/2012,7.5
1/2/2012,8.8
1/2/2012,10.9
1/2/2012,9.1
1/2/2012,8.7
1/2/2012,8.4
1/2/2012,4
1/3/2012,13.3
1/3/2012,10.2
1/3/2012,9.2
1/3/2012,9.6
1/3/2012,10.8
1/3/2012,9.9
1/3/2012,10.2
1/3/2012,10.7
1/3/2012,4.3
1/4/2012,11.2
1/4/2012,17.9
1/4/2012,11.8
1/4/2012,9.2
1/4/2012,11.3
1/4/2012,9.3
1/4/2012,7.9
1/4/2012,8.2
1/4/2012,11.3
1/4/2012,12.1
1/4/2012,9.2
1/4/2012,11.6
1/4/2012,11.1
1/4/2012,10.5
1/4/2012,14.1
1/4/2012,9
1/4/2012,10.6
1/5/2012,19.9
1/5/2012,13.6
1/5/2012,14.7
1/5/2012,16.3
1/5/2012,15.7
1/5/2012,16.2
1/5/2012,14
1/5/2012,17.1
1/5/2012,14.2
1/6/2012,28.5
1/6/2012,19.6
1/6/2012,15.1
1/6/2012,17.9
1/6/2012,16
1/6/2012,18.4
1/6/2012,16.2
1/6/2012,16
1/7/2012,16.5
1/7/2012,25.8
1/7/2012,19.4
1/7/2012,16
1/7/2012,19
1/7/2012,19.6
1/7/2012,12.5
1/7/2012,13
1/7/2012,12
1/7/2012,17.3
1/7/2012,18
1/7/2012,15.9
1/7/2012,17.4
1/7/2012,18.8
1/7/2012,18.5
1/7/2012,12.4
1/7/2012,14.5
1/8/2012,11.3
1/8/2012,8.4
1/8/2012,9.5
1/8/2012,10
1/8/2012,10.2
1/8/2012,10.2
1/8/2012,10.1
1/8/2012,9.9
1/8/2012,3.7
1/9/2012,14.1
1/9/2012,13
1/9/2012,9.8
1/9/2012,11.1
1/9/2012,11.4
1/9/2012,11.7
1/9/2012,11.7
1/9/2012,9.6
1/9/2012,5.2
1/10/2012,17.8
1/10/2012,17.8
1/10/2012,14.7
1/10/2012,15.7
1/10/2012,15
1/10/2012,17.3
1/10/2012,15.7
1/10/2012,14.6
1/10/2012,14.9
1/10/2012,15.8
1/10/2012,17.4
1/10/2012,16
1/10/2012,19.6
1/10/2012,14.3
1/10/2012,15.8
1/10/2012,14.7
1/10/2012,17.7
1/11/2012,17
1/11/2012,16.5
1/11/2012,13.8
1/11/2012,14.1
1/11/2012,11.8
1/11/2012,14.3
1/11/2012,12.6
1/11/2012,10.4
1/12/2012,8.5
1/12/2012,8.8
1/12/2012,8.9
1/12/2012,8.3
1/12/2012,11.7
1/12/2012,11.2
1/12/2012,5.2
1/13/2012,11.5
1/13/2012,12.9
1/13/2012,12.2
1/13/2012,7
1/13/2012,9.9
1/13/2012,11.5
1/13/2012,10.3
1/13/2012,8.3
1/13/2012,8.6
1/13/2012,12.3
1/13/2012,9.5
1/13/2012,10.4
1/13/2012,12.4
1/13/2012,10.8
1/13/2012,10.5
1/13/2012,18.8
1/14/2012,14.1
1/14/2012,11.2
1/14/2012,11
1/14/2012,11.7
1/14/2012,13.1
1/14/2012,12.3
1/14/2012,12.2
1/14/2012,7.2
1/15/2012,10.7
1/15/2012,8.3
1/15/2012,7.3
1/15/2012,8.6
1/15/2012,9.7
1/15/2012,8.9
1/15/2012,10.7
1/15/2012,3.3
1/16/2012,12.7
1/16/2012,14
1/16/2012,12.5
1/16/2012,8.2
1/16/2012,8.6
1/16/2012,11.1
1/16/2012,9.2
1/16/2012,9.2
1/16/2012,8.9
1/16/2012,11.4
1/16/2012,11.2
1/16/2012,10
1/16/2012,11.3
1/16/2012,12.3
1/16/2012,12.3
1/16/2012,6.4
1/16/2012,7.5
1/17/2012,25.1
1/17/2012,17.2
1/17/2012,13.2
1/17/2012,15.3
1/17/2012,14.5
1/17/2012,14.6
1/17/2012,16.6
1/17/2012,14.8
1/17/2012,12.1
1/18/2012,13.1
1/18/2012,8.2
1/18/2012,9.2
1/18/2012,9.9
1/18/2012,10.2
1/18/2012,9.6
1/18/2012,9.8
1/18/2012,10.6
1/18/2012,4.4
1/19/2012,9.4
1/19/2012,9.8
1/19/2012,12.6
1/19/2012,4.7
1/19/2012,8.3
1/19/2012,7.8
1/19/2012,6
1/19/2012,5.6
1/19/2012,5.8
1/19/2012,9.5
1/19/2012,9.3
1/19/2012,16.5
1/19/2012,10
1/19/2012,18.3
1/19/2012,9.2
1/19/2012,3.7
1/19/2012,6
1/20/2012,14.6
1/20/2012,10.2
1/20/2012,9.3
1/20/2012,10.1
1/20/2012,10.6
1/20/2012,10.5
1/20/2012,13.6
1/20/2012,6
1/21/2012,14.3
1/21/2012,13.4
1/21/2012,12.1
1/21/2012,12.1
1/21/2012,13.7
1/21/2012,13.5
1/21/2012,17
1/21/2012,6.7
1/22/2012,13.7
1/22/2012,13.6
1/22/2012,13.7
1/22/2012,8.6
1/22/2012,12.6
1/22/2012,12.1
1/22/2012,10
1/22/2012,9.1
1/22/2012,15.8
1/22/2012,13.7
1/22/2012,10.6
1/22/2012,13.7
1/22/2012,12
1/22/2012,15.7
1/22/2012,8
1/22/2012,8.4
1/23/2012,12.9
1/23/2012,12.9
1/23/2012,12.5
1/23/2012,12.3
1/23/2012,13.9
1/23/2012,13.7
1/23/2012,15.4
1/23/2012,11.5
1/23/2012,6.9
1/24/2012,20.6
1/24/2012,14.8
1/24/2012,14.8
1/24/2012,14.6
1/24/2012,11.6
1/24/2012,14.6
1/24/2012,14.3
1/24/2012,15.6
1/24/2012,11.3
1/25/2012,8.8
1/25/2012,14.8
1/25/2012,11.8
1/25/2012,8
1/25/2012,11.3
1/25/2012,7
1/25/2012,11.1
1/25/2012,10.7
1/25/2012,10.3
1/25/2012,12.1
1/25/2012,10.6
1/25/2012,13.6
1/25/2012,12.5
1/25/2012,8.6
1/25/2012,11
1/26/2012,15.8
1/26/2012,15.2
1/26/2012,13.3
1/26/2012,8.4
1/26/2012,12.9
1/26/2012,16.2
1/26/2012,16.1
1/26/2012,13.1
1/26/2012,12.3
1/27/2012,15.2
1/27/2012,15.6
1/27/2012,9.9
1/27/2012,7.4
1/27/2012,12.1
1/27/2012,13.6
1/27/2012,14.3
1/27/2012,10.9
1/27/2012,5.7
1/28/2012,11.7
1/28/2012,8.8
1/28/2012,7.8
1/28/2012,8.5
1/28/2012,6.8
1/28/2012,6
1/28/2012,5.7
1/28/2012,5.6
1/28/2012,8.5
1/28/2012,9.4
1/28/2012,6.5
1/28/2012,9.1
1/28/2012,18
1/28/2012,9.3
1/28/2012,8.9
1/28/2012,4.9
1/28/2012,5.8
1/29/2012,8.5
1/29/2012,6.4
1/29/2012,6.4
1/29/2012,4.5
1/29/2012,7.5
1/29/2012,7
1/29/2012,6.7
1/29/2012,6.8
1/29/2012,3.5
1/30/2012,12.5
1/30/2012,10.5
1/30/2012,10.1
1/30/2012,8.4
1/30/2012,10
1/30/2012,11.4
1/30/2012,9.9
1/30/2012,10.2
1/30/2012,5.7
1/31/2012,13.9
1/31/2012,15.6
1/31/2012,12.2
1/31/2012,9.2
1/31/2012,10.7
1/31/2012,11.3
1/31/2012,11.8
1/31/2012,9
1/31/2012,8.6
1/31/2012,10.7
1/31/2012,11.1
1/31/2012,10
1/31/2012,12.8
1/31/2012,11.6
1/31/2012,12.3
1/31/2012,12.3
1/31/2012,8.7
1/31/2012,9.5
2/1/2012,16.6
2/1/2012,13.4
2/1/2012,14.5
2/1/2012,14.2
2/1/2012,13.7
2/1/2012,16.2
2/1/2012,14.8
2/1/2012,16.2
2/1/2012,10.1
2/2/2012,13.8
2/2/2012,10.7
2/2/2012,10.4
2/2/2012,11.7
2/2/2012,13.4
2/2/2012,12.5
2/2/2012,15.2
2/2/2012,13
2/2/2012,9
2/3/2012,6.1
2/3/2012,10.2
2/3/2012,7.8
2/3/2012,5.5
2/3/2012,8.4
2/3/2012,8.5
2/3/2012,5.2
2/3/2012,5
2/3/2012,4.8
2/3/2012,8.6
2/3/2012,9.9
2/3/2012,8.7
2/3/2012,9.6
2/3/2012,9.8
2/3/2012,10.1
2/3/2012,11
2/3/2012,5.2
2/3/2012,6.3
2/4/2012,10
2/4/2012,8.4
2/4/2012,9.6
2/4/2012,9.1
2/4/2012,9.5
2/4/2012,10
2/4/2012,12.1
2/4/2012,11.9
2/4/2012,7.2
2/5/2012,8.3
2/5/2012,7.2
2/5/2012,6.9
2/5/2012,6.4
2/5/2012,7.8
2/5/2012,7.8
2/5/2012,11.2
2/5/2012,8
2/5/2012,3.9
2/6/2012,14.5
2/6/2012,15.4
2/6/2012,11.5
2/6/2012,12
2/6/2012,10.9
2/6/2012,11.7
2/6/2012,11.8
2/6/2012,11.4
2/6/2012,11.3
2/6/2012,13
2/6/2012,11.6
2/6/2012,12.6
2/6/2012,11.4
2/6/2012,12.4
2/6/2012,10.8
2/6/2012,11
2/6/2012,11.4
2/6/2012,12.3
2/7/2012,14.8
2/7/2012,12
2/7/2012,13
2/7/2012,12.1
2/7/2012,12.3
2/7/2012,11.8
2/7/2012,12.5
2/7/2012,13.1
2/7/2012,10.3
2/8/2012,10.8
2/8/2012,10.1
2/8/2012,9.6
2/8/2012,12
2/8/2012,13.3
2/8/2012,10.8
2/8/2012,10.1
2/8/2012,9.9
2/8/2012,7.8
2/9/2012,11.5
2/9/2012,11.7
2/9/2012,9.6
2/9/2012,11
2/9/2012,11
2/9/2012,11.1
2/9/2012,11
2/9/2012,9.5
2/9/2012,9.2
2/9/2012,13.7
2/9/2012,10.1
2/9/2012,12.3
2/9/2012,9.6
2/9/2012,14.1
2/9/2012,8.5
2/9/2012,11
2/9/2012,10.4
2/9/2012,12
2/10/2012,18.3
2/10/2012,15.1
2/10/2012,14.2
2/10/2012,16.4
2/10/2012,14.1
2/10/2012,14
2/10/2012,13.5
2/10/2012,16.7
2/10/2012,18.7
2/11/2012,17.2
2/11/2012,14.7
2/11/2012,13.8
2/11/2012,16.3
2/11/2012,15.8
2/11/2012,15.3
2/11/2012,14.9
2/11/2012,14.5
2/11/2012,15
2/11/2012,19.6
2/12/2012,4.3
2/12/2012,8.4
2/12/2012,6.6
2/12/2012,5.1
2/12/2012,6.3
2/12/2012,7.3
2/12/2012,7.1
2/12/2012,4.8
2/12/2012,4
2/12/2012,3.5
2/12/2012,7
2/12/2012,8.4
2/12/2012,5.4
2/12/2012,7
2/12/2012,6.4
2/12/2012,9.4
2/12/2012,7.7
2/12/2012,4.1
2/12/2012,6.8
2/13/2012,10
2/13/2012,8.4
2/13/2012,9.2
2/13/2012,10.2
2/13/2012,11.8
2/13/2012,11.1
2/13/2012,10.3
2/13/2012,8.6
2/13/2012,11.1
2/13/2012,8.4
2/14/2012,16.3
2/14/2012,16
2/14/2012,13.2
2/14/2012,13.4
2/14/2012,13.8
2/14/2012,12.6
2/14/2012,14.2
2/14/2012,13.8
2/14/2012,14
2/14/2012,10.9
2/15/2012,26.1
2/15/2012,19.4
2/15/2012,17.3
2/15/2012,21
2/15/2012,17.8
2/15/2012,17.4
2/15/2012,19.1
2/15/2012,20.2
2/15/2012,20.9
2/15/2012,20.2
2/15/2012,23.4
2/15/2012,16.2
2/15/2012,22.4
2/15/2012,18.4
2/15/2012,27.9
2/15/2012,20.3
2/15/2012,18.7
2/15/2012,20
2/15/2012,19.8
2/16/2012,20.1
2/16/2012,16.7
2/16/2012,14.8
2/16/2012,15.1
2/16/2012,14.9
2/16/2012,14
2/16/2012,15.7
2/16/2012,16.5
2/16/2012,13.9
2/16/2012,15.8
2/17/2012,12.3
2/17/2012,10.9
2/17/2012,12.3
2/17/2012,11.5
2/17/2012,13
2/17/2012,12.9
2/17/2012,11.4
2/17/2012,10.6
2/17/2012,13.2
2/17/2012,10.7
2/18/2012,10.8
2/18/2012,11.2
2/18/2012,9.4
2/18/2012,8.8
2/18/2012,8.5
2/18/2012,9.3
2/18/2012,8.9
2/18/2012,8.1
2/18/2012,8.6
2/18/2012,10
2/18/2012,9.7
2/18/2012,9.4
2/18/2012,11.2
2/18/2012,9.3
2/18/2012,9.7
2/18/2012,7.7
2/18/2012,7.5
2/19/2012,8.1
2/19/2012,8.9
2/19/2012,6.7
2/19/2012,7.7
2/19/2012,7.9
2/19/2012,8.5
2/19/2012,8
2/19/2012,8.4
2/19/2012,7
2/19/2012,4.7
2/20/2012,8.8
2/20/2012,8
2/20/2012,7.5
2/20/2012,8.2
2/20/2012,7.7
2/20/2012,8.6
2/20/2012,8.3
2/20/2012,8.4
2/20/2012,8.2
2/20/2012,3.8
2/21/2012,10.8
2/21/2012,9.5
2/21/2012,10.6
2/21/2012,6.9
2/21/2012,8.1
2/21/2012,7.4
2/21/2012,7.3
2/21/2012,7.3
2/21/2012,5.9
2/21/2012,6.7
2/21/2012,8.8
2/21/2012,7.5
2/21/2012,7.4
2/21/2012,9.1
2/21/2012,8.1
2/21/2012,9
2/21/2012,7.4
2/21/2012,6.1
2/21/2012,8.6
2/22/2012,11.6
2/22/2012,11.6
2/22/2012,11.2
2/22/2012,13.2
2/22/2012,10.9
2/22/2012,12.7
2/22/2012,11.1
2/22/2012,12.4
2/22/2012,10.9
2/23/2012,11.5
2/23/2012,10.4
2/23/2012,11.5
2/23/2012,10.5
2/23/2012,12.2
2/23/2012,10.1
2/23/2012,10.8
2/23/2012,10.5
2/23/2012,11.7
2/23/2012,7.2
2/24/2012,9.4
2/24/2012,7.9
2/24/2012,8.1
2/24/2012,6.2
2/24/2012,8.1
2/24/2012,8.2
2/24/2012,10
2/24/2012,6
2/24/2012,9.1
2/24/2012,12
2/24/2012,8.3
2/24/2012,10.1
2/24/2012,9.4
2/24/2012,12
2/24/2012,8.5
2/24/2012,8.3
2/24/2012,6.5
2/24/2012,8
2/25/2012,8.3
2/25/2012,7
2/25/2012,7.4
2/25/2012,7.2
2/25/2012,8.1
2/25/2012,6.9
2/25/2012,6.6
2/25/2012,7.4
2/25/2012,4
2/26/2012,8.7
2/26/2012,6.7
2/26/2012,6.5
2/26/2012,7.1
2/26/2012,8
2/26/2012,7.9
2/26/2012,6.8
2/26/2012,8.2
2/26/2012,4
2/27/2012,17.7
2/27/2012,16.9
2/27/2012,19.4
2/27/2012,14.6
2/27/2012,12.5
2/27/2012,14.6
2/27/2012,13.5
2/27/2012,12.1
2/27/2012,12.7
2/27/2012,11.6
2/27/2012,14
2/27/2012,14.1
2/27/2012,16.9
2/27/2012,13.5
2/27/2012,14.3
2/27/2012,14.9
2/27/2012,15.6
2/28/2012,12.2
2/28/2012,10.8
2/28/2012,13.4
2/28/2012,11.1
2/28/2012,10.4
2/28/2012,12.5
2/28/2012,10.6
2/28/2012,11.8
2/28/2012,7.9
2/29/2012,10.7
2/29/2012,9.8
2/29/2012,9.7
2/29/2012,8.7
2/29/2012,9.9
2/29/2012,10.5
2/29/2012,10.8
2/29/2012,9
2/29/2012,8.7
3/1/2012,9.4
3/1/2012,7.5
3/1/2012,6.5
3/1/2012,6.1
3/1/2012,7.9
3/1/2012,7
3/1/2012,8.1
3/1/2012,5.6
3/1/2012,6.3
3/1/2012,14
3/1/2012,9.3
3/1/2012,9.7
