Date,Daily_Mean_PM2.5_Concentration
1/1/2017,12.5
1/1/2017,7.2
1/1/2017,5.8
1/1/2017,13.8
1/1/2017,8.1
1/1/2017,11.6
1/1/2017,14.1
1/1/2017,6.7
1/1/2017,15.9
1/1/2017,7.9
1/1/2017,14
1/1/2017,9.5
1/1/2017,14.1
1/1/2017,12.6
1/1/2017,14.1
1/1/2017,7.3
1/1/2017,5.5
1/2/2017,11.2
1/2/2017,7.2
1/2/2017,10.5
1/2/2017,9.5
1/2/2017,9.9
1/2/2017,13
1/2/2017,14.7
1/2/2017,10.8
1/2/2017,11.5
1/2/2017,10
1/2/2017,6.2
1/2/2017,4.6
1/3/2017,4.9
1/3/2017,2.3
1/3/2017,4.3
1/3/2017,5
1/3/2017,5.3
1/3/2017,5.4
1/3/2017,10.3
1/3/2017,5.3
1/3/2017,4.9
1/3/2017,4.5
1/3/2017,2.3
1/3/2017,0.6
1/4/2017,8.8
1/4/2017,6.6
1/4/2017,5.8
1/4/2017,9.9
1/4/2017,7.4
1/4/2017,8.5
1/4/2017,9
1/4/2017,7.3
1/4/2017,9.2
1/4/2017,8
1/4/2017,11
1/4/2017,8.8
1/4/2017,9.9
1/4/2017,8.5
1/4/2017,8.8
1/4/2017,6.3
1/4/2017,5.4
1/5/2017,9.4
1/5/2017,5.3
1/5/2017,10
1/5/2017,9.2
1/5/2017,9.7
1/5/2017,11.4
1/5/2017,10.7
1/5/2017,9.6
1/5/2017,9.3
1/5/2017,9.6
1/5/2017,6.6
1/5/2017,4.7
1/6/2017,10.1
1/6/2017,5.6
1/6/2017,10.9
1/6/2017,10.2
1/6/2017,10.9
1/6/2017,12.9
1/6/2017,11.9
1/6/2017,10.5
1/6/2017,10.9
1/6/2017,12.4
1/6/2017,9
1/6/2017,7.7
1/7/2017,10.1
1/7/2017,8.8
1/7/2017,6.1
1/7/2017,10.4
1/7/2017,9.6
1/7/2017,9.8
1/7/2017,10.6
1/7/2017,8.3
1/7/2017,11.6
1/7/2017,11.1
1/7/2017,13.2
1/7/2017,9.5
1/7/2017,10.1
1/7/2017,11.2
1/7/2017,10.2
1/7/2017,7.7
1/7/2017,5.8
1/8/2017,4.2
1/8/2017,10
1/8/2017,9.3
1/8/2017,10.6
1/8/2017,13.6
1/8/2017,11.3
1/8/2017,9.9
1/8/2017,10.2
1/8/2017,11.4
1/8/2017,6.4
1/8/2017,4.3
1/9/2017,11.1
1/9/2017,5.1
