Date,Daily_Mean_PM2.5_Concentration
1/1/2001,7
1/1/2001,9.1
1/1/2001,10.1
1/1/2001,8.8
1/1/2001,7.3
1/1/2001,7.3
1/1/2001,7.8
1/1/2001,9.8
1/1/2001,10.6
1/1/2001,7.9
1/1/2001,7.6
1/1/2001,8.1
1/1/2001,5.5
1/1/2001,8.7
1/1/2001,7.6
1/2/2001,13.5
1/2/2001,12.1
1/3/2001,21.3
1/3/2001,27.8
1/4/2001,28.8
1/4/2001,6
1/4/2001,27.5
1/4/2001,28.8
1/4/2001,26.4
1/4/2001,26.6
1/4/2001,26.4
1/4/2001,27.7
1/4/2001,25.8
1/4/2001,32.1
1/4/2001,32.1
1/4/2001,32.8
1/4/2001,30
1/4/2001,29.9
1/4/2001,26
1/4/2001,21.7
1/4/2001,22.2
1/4/2001,25.1
1/4/2001,26.9
1/5/2001,28.7
1/5/2001,30.8
1/6/2001,20.3
1/6/2001,23
1/7/2001,28.8
1/7/2001,31.7
1/7/2001,28.9
1/7/2001,30.7
1/7/2001,27.9
1/7/2001,27.8
1/7/2001,25.7
1/7/2001,25.3
1/7/2001,26
1/7/2001,28.8
1/7/2001,28.6
1/7/2001,28.1
1/7/2001,26
1/7/2001,25.9
1/7/2001,26.8
1/7/2001,24.9
1/7/2001,22.2
1/7/2001,24.2
1/7/2001,25
1/8/2001,42.3
1/8/2001,26.1
1/9/2001,15.7
1/9/2001,16.9
1/10/2001,13
1/10/2001,3.1
1/10/2001,11.3
1/10/2001,12.6
1/10/2001,12.8
1/10/2001,12.7
1/10/2001,12.9
1/10/2001,13
1/10/2001,16.2
1/10/2001,17
1/10/2001,17.2
1/10/2001,15.1
1/10/2001,12
1/10/2001,11.1
1/10/2001,10.8
1/10/2001,11.5
1/10/2001,12
1/11/2001,26.8
1/13/2001,26.3
1/13/2001,43
1/13/2001,21.9
1/13/2001,28.2
1/13/2001,28.7
1/13/2001,23.1
1/13/2001,22
1/13/2001,22.1
1/13/2001,24.8
1/13/2001,28.6
1/13/2001,28.2
1/13/2001,25
1/13/2001,24.6
1/13/2001,26.3
1/13/2001,19.2
1/13/2001,18.4
1/13/2001,19.5
1/13/2001,19.5
1/14/2001,52.4
1/14/2001,45.3
1/15/2001,35.6
1/16/2001,25
1/16/2001,21.7
1/16/2001,20
1/16/2001,20.8
1/16/2001,19.2
1/16/2001,19.3
1/16/2001,22.8
1/16/2001,22.5
1/16/2001,21.7
1/16/2001,24.4
1/16/2001,27.1
1/16/2001,26.8
1/16/2001,19.9
1/16/2001,19
1/16/2001,19.6
1/16/2001,21.7
1/17/2001,17.3
1/17/2001,21.9
1/18/2001,14.3
1/18/2001,14.3
1/19/2001,13.7
1/19/2001,1.2
1/19/2001,9.7
1/19/2001,16.4
1/19/2001,15.3
1/19/2001,19
1/19/2001,18.3
1/19/2001,16.8
1/19/2001,19.2
1/19/2001,18.8
1/19/2001,18
1/19/2001,18.1
1/19/2001,18
1/19/2001,13.8
1/19/2001,9
1/19/2001,9.2
1/19/2001,11.1
1/20/2001,19.3
1/20/2001,16.8
1/21/2001,10.8
1/21/2001,11.9
1/22/2001,25.6
1/22/2001,9.4
1/22/2001,26.3
1/22/2001,27.7
1/22/2001,26.9
1/22/2001,26.3
1/22/2001,29.8
1/22/2001,25.6
1/22/2001,26.8
1/22/2001,27.2
1/22/2001,27
1/22/2001,27
1/22/2001,27.9
1/22/2001,27.5
1/22/2001,23.4
1/22/2001,27.4
1/22/2001,26.9
1/22/2001,27.1
1/22/2001,29.4
1/23/2001,55.3
1/23/2001,46.2
1/24/2001,38.9
1/24/2001,43.5
1/25/2001,42.9
1/25/2001,5.5
1/25/2001,25.2
1/25/2001,24.9
1/25/2001,29.7
1/25/2001,29.9
1/25/2001,32.8
1/25/2001,29.4
1/25/2001,29.3
1/25/2001,30.1
1/25/2001,29.9
1/25/2001,30.1
1/25/2001,31.8
1/25/2001,31.3
1/25/2001,26
1/25/2001,24.8
1/25/2001,24.5
1/25/2001,25.6
1/25/2001,28.4
1/26/2001,20
1/26/2001,19.1
1/27/2001,22.1
1/27/2001,24.9
1/28/2001,11.7
1/28/2001,11.3
1/28/2001,12.6
1/28/2001,12.4
1/28/2001,11.7
1/28/2001,14.3
1/28/2001,10.8
1/28/2001,10.9
1/28/2001,9.8
1/28/2001,14.2
1/28/2001,10.2
1/28/2001,15.2
1/28/2001,13.8
1/28/2001,13.5
1/28/2001,12.4
1/28/2001,10
1/28/2001,8.9
1/28/2001,10.1
1/28/2001,11
1/29/2001,27.5
1/29/2001,25.4
1/30/2001,23.1
1/30/2001,24.3
1/31/2001,26.9
1/31/2001,25.8
1/31/2001,25.6
1/31/2001,30.8
1/31/2001,31.6
1/31/2001,35.6
1/31/2001,25
1/31/2001,21.1
1/31/2001,22.5
1/31/2001,26.6
1/31/2001,14.1
1/31/2001,30.8
1/31/2001,24.8
1/31/2001,24.7
1/31/2001,24.8
1/31/2001,22.3
1/31/2001,16.5
1/31/2001,20.8
1/31/2001,19
2/1/2001,17.2
2/1/2001,21.4
2/2/2001,20.7
2/2/2001,21.5
2/3/2001,9.6
2/3/2001,6.5
2/3/2001,8.2
2/3/2001,9.2
2/3/2001,8.7
2/3/2001,4.2
2/3/2001,6.5
2/3/2001,6.4
2/3/2001,6.2
2/3/2001,8.2
2/3/2001,9.7
2/3/2001,9.3
2/3/2001,7.9
2/3/2001,8
2/3/2001,6.6
2/3/2001,6
2/3/2001,6
2/3/2001,5.7
2/3/2001,5.8
2/4/2001,15.3
2/4/2001,15.1
2/5/2001,18.3
2/5/2001,19.3
2/6/2001,20.7
2/6/2001,20.8
2/6/2001,20.5
2/6/2001,19.8
2/6/2001,19.8
2/6/2001,1.5
